Internship_ID,Student_ID,Is_Shortlisted
5012,78663092,0.07986625623632183
5012,7710451,0.06980650331878188
5012,78665240,0.06755459154932802
5012,7656177,0.08423464524405502
5012,7703477,0.062172424177194166
5012,78659002,0.12440175517154153
5012,7691484,0.12342454764937427
5012,78657121,0.1034034177977816
5012,7700484,0.09142931818514952
5012,7667225,0.060338906792225165
5012,7698812,0.07506449909204538
5012,7690706,0.07939416741574287
5012,78654605,0.11199428884493565
5012,7700986,0.08159809346717006
5012,78655405,0.05018730100381215
5012,7706886,0.06829059693212972
5012,7690472,0.06633876424139702
5012,7683305,0.10045105451459443
5012,78665217,0.06603786633579027
5012,78658995,0.0834608899401709
5012,78667586,0.10216841088890527
5012,7665057,0.08531844100855451
5012,7696333,0.04661148611718965
5012,7690804,0.09348935061846489
5012,7680137,0.1041657862678318
5012,7658897,0.04660944497260986
5012,7668977,0.09415811536090464
5012,7696281,0.05186299236036523
5012,7685311,0.08774209363441209
5012,7706116,0.10323250307255494
5012,7658703,0.06033347070063317
5012,7683429,0.10491102739220785
5012,7669645,0.05259876545365731
5012,7698709,0.07714186809314655
5012,7689102,0.09606327043581897
5012,7664348,0.05561465422308802
5012,7709933,0.05336114051853838
5012,7687258,0.07726177389635477
5012,7702962,0.05245179229319941
5012,78664930,0.0749322755937431
5012,7662864,0.0666732288685262
5012,7706767,0.06193690191456418
5012,78666563,0.05208495567583154
5012,78662235,0.09112802174375205
5012,7691661,0.07101227839553328
5012,7703449,0.05427627435143182
5012,78658221,0.08971762721488373
5012,7666695,0.08678058607460698
5012,78659000,0.1473173815311256
5012,7696340,0.06432991395599594
5012,78658048,0.0782038407473064
5012,78655511,0.058969843416195336
5012,78657907,0.07320032231180797
5012,7707010,0.05805983334204113
5012,7675040,0.09167318591209893
5012,7662402,0.10620283769170014
5012,78668596,0.04665462655165956
5012,7655145,0.08838912566037718
5012,78668332,0.08088559509884294
5012,7697141,0.050960209486482055
5012,7690188,0.06403135626858895
5012,7672164,0.15513303684202945
5012,78660157,0.05683394617218959
5012,7663743,0.05468918478622927
5012,7675952,0.07434389729807951
5012,7682078,0.06142303653074626
5012,7675801,0.10740062141616417
5012,78655512,0.0816010423035721
5012,7704904,0.055363883972949036
5012,7683394,0.11978439771134931
5012,7668669,0.06868225064688434
7068,78663092,0.09658844216004256
7068,7703477,0.06599909272544266
7068,7659039,0.05150078068126004
7068,7660462,0.05883876077575894
7068,78655405,0.06395206961509521
7068,7705324,0.12331774220517915
7068,7659938,0.0969216429281237
7068,78654906,0.1679579303132295
7068,7667322,0.0642032902773023
7068,78659692,0.135334337472102
7068,78655227,0.08708546232924431
7068,7659790,0.12745265059941774
7068,7671686,0.0548789323488362
7068,7703776,0.052833028237119786
7068,7696425,0.07711138085470136
7068,7654844,0.054559191495600616
7068,7704168,0.06676298361901035
7068,78664402,0.05947824932717147
7068,7696305,0.07348971030498845
7068,7694751,0.08435456880133904
7068,7671633,0.06242986487846861
7068,78667282,0.0562028525702908
7068,7701987,0.07510898423818099
7068,7703176,0.054564596675894896
7068,7696126,0.080166989851899
7068,78667415,0.05886965937469385
7068,7682775,0.08724445394660302
7068,7684447,0.08012345773098098
7068,7691629,0.07802814624973604
7068,7697116,0.05448199643555816
7068,7692383,0.07192213930757477
7068,78660162,0.09081793427929077
7068,7688796,0.05978902633670456
7068,78660301,0.06087617627733282
7068,78667795,0.10558817897500447
7068,7675211,0.06109700991422737
7068,7682320,0.06171758552517243
7068,7710737,0.05085188365916826
7068,7661084,0.09490735250446779
8450,78663092,0.08144213970447448
8450,78657612,0.0812107907580029
8450,7678205,0.09431125886438178
8450,7655752,0.06763631221151865
8450,7708361,0.07453799630271277
8450,7673844,0.06196601016131588
8450,78657345,0.13552141818019825
8450,7696333,0.06515641706757998
8450,7685251,0.07845407866051865
8450,78663037,0.13173153900846274
8450,7698308,0.08859640113661361
8450,7656495,0.08638399470805619
8450,7688156,0.06908641160147672
8450,78662010,0.11407277548428055
8450,7689591,0.08756245791285384
8450,7695914,0.0743673738458152
8450,7710685,0.12320396188241688
8450,78661504,0.09956103379121914
8450,7668598,0.06714416062267027
8450,7672923,0.07710557279687034
6385,78663092,0.07452811755329823
6385,7668879,0.0784460135958114
6385,78657612,0.07897463073824602
6385,7708160,0.12585206957646514
6385,7700794,0.06859060870970199
6385,7656177,0.08239147845221176
6385,7710456,0.07214691911532549
6385,7703477,0.057821270362183326
6385,7678205,0.08543751722058854
